,label,message,clean_message
7229,spam,Reward points worth Rs 25000 expiring now. Redeem at http://reward-claim.in,reward points worth rs 25000 expiring redeem httprewardclaimin
7230,spam,Income tax refund Rs 10000 approved. Claim within 10 minutes.,income tax refund rs 10000 approved claim within 10 minutes
7231,spam,Job offer confirmed. Pay registration fee Rs 25000 now.,job offer confirmed pay registration fee rs 25000
7232,spam,Reward points worth Rs 500 expiring urgent. Redeem at http://bank-alert.in,reward points worth rs 500 expiring urgent redeem httpbankalertin
7233,spam,Congratulations! You won Rs 5000. Claim now.,congratulations rs 5000 claim
7234,spam,RBI alert: Suspicious activity detected. Verify immediately.,rbi alert suspicious activity detected verify immediately
7235,spam,Your ATM card blocked. Share OTP urgent.,atm card blocked share otp urgent
7236,spam,Income tax refund Rs 500 approved. Claim urgent.,income tax refund rs 500 approved claim urgent
7237,spam,KYC incomplete for PNB. Submit documents within 10 minutes.,kyc incomplete pnb submit documents within 10 minutes
7238,ham,"Reached safely, call you later.",reached safely call later
7239,spam,Job offer confirmed. Pay registration fee Rs 5000 today.,job offer confirmed pay registration fee rs 5000 today
7240,spam,SIM card will be blocked immediately. Update details at http://secure-update.in,sim card blocked immediately update details httpsecureupdatein
7241,spam,RBI alert: Suspicious activity detected. Verify within 10 minutes.,rbi alert suspicious activity detected verify within 10 minutes
7242,spam,Income tax refund Rs 25000 approved. Claim immediately.,income tax refund rs 25000 approved claim immediately
7243,ham,Meeting postponed to tomorrow 10 am.,meeting postponed tomorrow 10
7244,ham,Happy Birthday!,happy birthday
7245,spam,Income tax refund Rs 25000 approved. Claim within 10 minutes.,income tax refund rs 25000 approved claim within 10 minutes
7246,ham,Recharge successful for Rs 5000.,recharge successful rs 5000
7247,ham,Your bank transaction of Rs 1000 is successful.,bank transaction rs 1000 successful
7248,ham,Let's go for dinner tonight.,lets go dinner tonight
7249,spam,Congratulations! You won Rs 500000. Claim urgent.,congratulations rs 500000 claim urgent
7250,spam,Pre-approved loan of Rs 2500000. Apply immediately.,preapproved loan rs 2500000 apply immediately
7251,spam,KYC incomplete for Bank of Baroda. Submit documents urgent.,kyc incomplete bank baroda submit documents urgent
7252,ham,Train arriving at 7 pm.,train arriving 7 pm
7253,spam,Job offer confirmed. Pay registration fee Rs 5000 urgent.,job offer confirmed pay registration fee rs 5000 urgent
7254,spam,RBI alert: Suspicious activity detected. Verify now.,rbi alert suspicious activity detected verify
7255,spam,Congratulations! You won Rs 10000. Claim urgent.,congratulations rs 10000 claim urgent
7256,ham,Electricity bill payment of Rs 10000 received.,electricity bill payment rs 10000 received
7257,ham,Happy Birthday!,happy birthday
7258,ham,Recharge successful for Rs 1000.,recharge successful rs 1000
7259,spam,Pre-approved loan of Rs 500000. Apply now.,preapproved loan rs 500000 apply
7260,spam,Reward points worth Rs 10000 expiring urgent. Redeem at http://upi-check.in,reward points worth rs 10000 expiring urgent redeem httpupicheckin
7261,ham,See you in college tomorrow.,see college tomorrow
7262,spam,SIM card will be blocked today. Update details at http://bank-alert.in,sim card blocked today update details httpbankalertin
7263,spam,SIM card will be blocked within 10 minutes. Update details at http://reward-claim.in,sim card blocked within 10 minutes update details httprewardclaimin
7264,spam,Parcel on hold. Update address within 10 minutes at http://upi-check.in,parcel hold update address within 10 minutes httpupicheckin
7265,spam,RBI alert: Suspicious activity detected. Verify now.,rbi alert suspicious activity detected verify
7266,spam,Income tax refund Rs 1000 approved. Claim now.,income tax refund rs 1000 approved claim
7267,spam,Income tax refund Rs 500000 approved. Claim urgent.,income tax refund rs 500000 approved claim urgent
7268,spam,"Dear customer, your HDFC account will be blocked today. Update KYC at http://verify-kyc.in",dear customer hdfc account blocked today update kyc httpverifykycin
7269,spam,Your ATM card blocked. Share OTP urgent.,atm card blocked share otp urgent
7270,ham,Meeting postponed to tomorrow 10 am.,meeting postponed tomorrow 10
7271,spam,PAN not linked with Aadhaar. Update today.,pan linked aadhaar update today
7272,ham,Please send the notes.,please send notes
7273,spam,Income tax refund Rs 10000 approved. Claim immediately.,income tax refund rs 10000 approved claim immediately
7274,ham,Electricity bill payment of Rs 500000 received.,electricity bill payment rs 500000 received
7275,spam,Your UPI ID hitesh@upi is suspended. Verify immediately.,upi id hiteshupi suspended verify immediately
7276,spam,Job offer confirmed. Pay registration fee Rs 2500000 today.,job offer confirmed pay registration fee rs 2500000 today
7277,ham,Electricity bill payment of Rs 500000 received.,electricity bill payment rs 500000 received
7278,ham,Your bank transaction of Rs 25000 is successful.,bank transaction rs 25000 successful
7279,spam,Your ATM card blocked. Share OTP today.,atm card blocked share otp today
7280,spam,Income tax refund Rs 500 approved. Claim immediately.,income tax refund rs 500 approved claim immediately
7281,spam,Your UPI ID hitesh@upi is suspended. Verify today.,upi id hiteshupi suspended verify today
7282,spam,Your UPI ID user@okaxis is suspended. Verify within 10 minutes.,upi id userokaxis suspended verify within 10 minutes
7283,spam,Pre-approved loan of Rs 10000. Apply urgent.,preapproved loan rs 10000 apply urgent
7284,ham,Let's go for dinner tonight.,lets go dinner tonight
7285,spam,Income tax refund Rs 5000 approved. Claim now.,income tax refund rs 5000 approved claim
7286,ham,Your order from Amazon is delivered.,order amazon delivered
7287,spam,"Dear customer, your HDFC account will be blocked today. Update KYC at http://upi-check.in",dear customer hdfc account blocked today update kyc httpupicheckin
7288,spam,"Dear customer, your Bank of Baroda account will be blocked now. Update KYC at http://reward-claim.in",dear customer bank baroda account blocked update kyc httprewardclaimin
7289,spam,Job offer confirmed. Pay registration fee Rs 2500000 today.,job offer confirmed pay registration fee rs 2500000 today
7290,spam,Income tax refund Rs 1000 approved. Claim urgent.,income tax refund rs 1000 approved claim urgent
7291,spam,Electricity bill pending of Rs 5000. Pay within 10 minutes at http://upi-check.in,electricity bill pending rs 5000 pay within 10 minutes httpupicheckin
7292,spam,Your UPI ID amit@paytm is suspended. Verify immediately.,upi id amitpaytm suspended verify immediately
7293,ham,Office meeting link shared on WhatsApp.,office meeting link shared whatsapp
7294,spam,SIM card will be blocked within 10 minutes. Update details at http://secure-update.in,sim card blocked within 10 minutes update details httpsecureupdatein
7295,spam,Your UPI ID user@okaxis is suspended. Verify now.,upi id userokaxis suspended verify
7296,spam,Your ATM card blocked. Share OTP today.,atm card blocked share otp today
7297,spam,Income tax refund Rs 500 approved. Claim now.,income tax refund rs 500 approved claim
7298,spam,Reward points worth Rs 2500000 expiring within 10 minutes. Redeem at http://secure-update.in,reward points worth rs 2500000 expiring within 10 minutes redeem httpsecureupdatein
7299,spam,PAN not linked with Aadhaar. Update today.,pan linked aadhaar update today
7300,ham,Happy Birthday!,happy birthday
7301,spam,PAN not linked with Aadhaar. Update within 10 minutes.,pan linked aadhaar update within 10 minutes
7302,spam,Parcel on hold. Update address immediately at http://upi-check.in,parcel hold update address immediately httpupicheckin
7303,spam,Pre-approved loan of Rs 500000. Apply within 10 minutes.,preapproved loan rs 500000 apply within 10 minutes
7304,spam,PAN not linked with Aadhaar. Update within 10 minutes.,pan linked aadhaar update within 10 minutes
7305,ham,See you in college tomorrow.,see college tomorrow
7306,ham,I will reach home in 20 minutes.,reach home 20 minutes
7307,spam,Job offer confirmed. Pay registration fee Rs 25000 now.,job offer confirmed pay registration fee rs 25000
7308,spam,PAN not linked with Aadhaar. Update now.,pan linked aadhaar update
7309,spam,SIM card will be blocked urgent. Update details at http://upi-check.in,sim card blocked urgent update details httpupicheckin
7310,spam,Electricity bill pending of Rs 5000. Pay immediately at http://verify-kyc.in,electricity bill pending rs 5000 pay immediately httpverifykycin
7311,ham,Let's go for dinner tonight.,lets go dinner tonight
7312,spam,Electricity bill pending of Rs 5000. Pay now at http://verify-kyc.in,electricity bill pending rs 5000 pay httpverifykycin
7313,ham,Meeting postponed to tomorrow 10 am.,meeting postponed tomorrow 10
7314,ham,See you in college tomorrow.,see college tomorrow
7315,ham,"Reached safely, call you later.",reached safely call later
7316,ham,Let's go for dinner tonight.,lets go dinner tonight
7317,ham,Recharge successful for Rs 500.,recharge successful rs 500
7318,spam,Parcel on hold. Update address immediately at http://verify-kyc.in,parcel hold update address immediately httpverifykycin
7319,ham,Assignment deadline is Monday.,assignment deadline monday
7320,ham,Happy Birthday!,happy birthday
7321,spam,Electricity bill pending of Rs 25000. Pay immediately at http://secure-update.in,electricity bill pending rs 25000 pay immediately httpsecureupdatein
7322,spam,RBI alert: Suspicious activity detected. Verify within 10 minutes.,rbi alert suspicious activity detected verify within 10 minutes
7323,spam,KYC incomplete for PNB. Submit documents now.,kyc incomplete pnb submit documents
7324,spam,SIM card will be blocked today. Update details at http://bank-alert.in,sim card blocked today update details httpbankalertin
7325,spam,Congratulations! You won Rs 10000. Claim immediately.,congratulations rs 10000 claim immediately
7326,spam,Electricity bill pending of Rs 25000. Pay now at http://reward-claim.in,electricity bill pending rs 25000 pay httprewardclaimin
7327,spam,Your UPI ID amit@paytm is suspended. Verify today.,upi id amitpaytm suspended verify today
7328,spam,Electricity bill pending of Rs 2500000. Pay now at http://verify-kyc.in,electricity bill pending rs 2500000 pay httpverifykycin
7329,spam,Reward points worth Rs 5000 expiring today. Redeem at http://reward-claim.in,reward points worth rs 5000 expiring today redeem httprewardclaimin
7330,spam,Electricity bill pending of Rs 5000. Pay immediately at http://upi-check.in,electricity bill pending rs 5000 pay immediately httpupicheckin
7331,spam,KYC incomplete for Bank of Baroda. Submit documents today.,kyc incomplete bank baroda submit documents today
7332,spam,Pre-approved loan of Rs 1000. Apply now.,preapproved loan rs 1000 apply
7333,spam,Your UPI ID user@okaxis is suspended. Verify now.,upi id userokaxis suspended verify
7334,spam,Your UPI ID hitesh@upi is suspended. Verify urgent.,upi id hiteshupi suspended verify urgent
7335,spam,"Dear customer, your SBI account will be blocked immediately. Update KYC at http://reward-claim.in",dear customer sbi account blocked immediately update kyc httprewardclaimin
7336,spam,Job offer confirmed. Pay registration fee Rs 1000 now.,job offer confirmed pay registration fee rs 1000
7337,ham,Movie plan at 6 pm?,movie plan 6 pm
7338,spam,PAN not linked with Aadhaar. Update now.,pan linked aadhaar update
7339,spam,Reward points worth Rs 25000 expiring urgent. Redeem at http://verify-kyc.in,reward points worth rs 25000 expiring urgent redeem httpverifykycin
7340,spam,Parcel on hold. Update address urgent at http://upi-check.in,parcel hold update address urgent httpupicheckin
7341,spam,Parcel on hold. Update address within 10 minutes at http://secure-update.in,parcel hold update address within 10 minutes httpsecureupdatein
7342,spam,Job offer confirmed. Pay registration fee Rs 2500000 within 10 minutes.,job offer confirmed pay registration fee rs 2500000 within 10 minutes
7343,spam,Your UPI ID amit@paytm is suspended. Verify within 10 minutes.,upi id amitpaytm suspended verify within 10 minutes
